"hgnc_symbol","uniprotswissprot","go_id","name_1006","definition_1006"
"F7","P08709","GO:0001666","response to hypoxia","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level. [GOC:hjd]"
"F7","P08709","GO:0007623","circadian rhythm","Any biological process in an organism that recurs with a regularity of approximately 24 hours. [GOC:bf, GOC:go_curators]"
"F7","P08709","GO:0009725","response to hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:jl]"
"F7","P08709","GO:0010037","response to carbon dioxide","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbon dioxide (CO2) stimulus. [GOC:sm]"
"F7","P08709","GO:0014070","response to organic cyclic compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus. [CHEBI:33832, GOC:ef]"
"F7","P08709","GO:0030194","positive regulation of blood coagulation","Any process that activates or increases the frequency, rate or extent of blood coagulation. [GOC:mah]"
"F7","P08709","GO:0031100","animal organ regeneration","The regrowth of a lost or destroyed animal organ. [GOC:mah]"
"F7","P08709","GO:0031667","response to nutrient levels","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients. [GOC:mah]"
"F7","P08709","GO:0032355","response to estradiol","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen. [GOC:mah, ISBN:0911910123]"
"F7","P08709","GO:0032571","response to vitamin K","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin K stimulus. [GOC:sl]"
"F7","P08709","GO:0033595","response to genistein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a genistein stimulus. [CHEBI:28088, GOC:mah]"
"F7","P08709","GO:0043627","response to estrogen","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by an estrogen, C18 steroid hormones that can stimulate the development of female sexual characteristics. [GOC:jl, ISBN:0198506732]"
"F7","P08709","GO:0060416","response to growth hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth. [GOC:BHF, GOC:dph]"
"F7","P08709","GO:0061476","response to anticoagulant","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an anticoagulant stimulus. [GOC:dph]"
"F7","P08709","GO:0070723","response to cholesterol","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cholesterol stimulus. [GOC:BHF, GOC:vk]"
"F7","P08709","GO:0097066","response to thyroid hormone","A change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyroid hormone stimulus. [GOC:sjw, PMID:9916872]"
"F7","P08709","GO:0097068","response to thyroxine","A change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyroxine stimulus. [GOC:sjw, PMID:9916872]"
"F7","P08709","GO:1904400","response to Thyroid stimulating hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a Thyroid stimulating hormone stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:11238928]"
"F7","P08709","GO:1904612","response to 2,3,7,8-tetrachlorodibenzodioxine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a 2,3,7,8-tetrachlorodibenzodioxine stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:23196670]"
"F7","P08709","GO:1905217","response to astaxanthin","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an astaxanthin stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:22309505]"
"F7","P08709","GO:1905225","response to thyrotropin-releasing hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a thyrotropin-releasing hormone (TRH) stimulus. TRH increases the secretion of thyroid-stimulating hormone by the anterior pituitary. [GO_REF:0000071, GOC:sl, GOC:TermGenie, PMID:21382270]"
"F7","P08709","GO:0005615","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid. [ISBN:0198547684]"
"F7","P08709","GO:0031982","vesicle","Any small, fluid-filled, spherical organelle enclosed by membrane. [GOC:mah, GOC:pz, GOC:vesicles]"
"CELA3B","P08861","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3. [ISBN:0198506732]"
"CELA3B","P08861","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid. [GOC:jl, ISBN:0815332181]"
"CELA3B","P08861","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]"
"CELA3B","P08861","GO:0004252","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"CELA3B","P08861","GO:0008236","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"CELA3B","P08861","GO:0005615","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid. [ISBN:0198547684]"
"CELA3B","P08861","GO:0008203","cholesterol metabolic process","The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues. [ISBN:0198506732]"
"PAEP","P09466","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"PAEP","P09466","GO:0005576","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite. [GOC:go_curators]"
"PAEP","P09466","GO:0036094","small molecule binding","Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule. [GOC:curators, GOC:pde, GOC:pm]"
"PAEP","P09466","GO:0006915","apoptotic process","A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"
